Price,Adj Close,Adj Close,Adj Close,Adj Close,Adj Close,Close,Close,Close,Close,Close,High,High,High,High,High,Low,Low,Low,Low,Low,Open,Open,Open,Open,Open,Volume,Volume,Volume,Volume,Volume
Ticker,AAPL,AMZN,META,NVDA,SPY,AAPL,AMZN,META,NVDA,SPY,AAPL,AMZN,META,NVDA,SPY,AAPL,AMZN,META,NVDA,SPY,AAPL,AMZN,META,NVDA,SPY,AAPL,AMZN,META,NVDA,SPY
Date,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2023-01-26,142.9773712158203,99.22000122070312,147.1438751220703,197.9228973388672,397.45550537109375,143.9600067138672,99.22000122070312,147.3000030517578,198.02000427246094,404.75,144.25,99.48999786376953,147.50999450683594,201.66000366210938,404.9200134277344,141.89999389648438,96.91999816894531,143.3000030517578,192.77999877929688,400.0299987792969,143.1699981689453,98.23999786376953,144.39999389648438,197.00999450683594,403.1300048828125,54105100,68523600,25482100,48953500,72287400
2023-01-27,144.9339141845703,102.23999786376953,151.5791778564453,203.5501251220703,398.3687438964844,145.92999267578125,102.23999786376953,151.74000549316406,203.64999389648438,405.67999267578125,147.22999572753906,103.48999786376953,153.19000244140625,206.27999877929688,408.1600036621094,143.0800018310547,99.52999877929688,147.38999938964844,194.0500030517578,403.44000244140625,143.16000366210938,99.52999877929688,148.24000549316406,194.6199951171875,403.6600036621094,70555800,87775600,35771900,54214200,68346200
2023-01-30,142.02392578125,100.55000305175781,146.9041290283203,191.52603149414062,393.3705139160156,143.0,100.55000305175781,147.05999755859375,191.6199951171875,400.5899963378906,145.5500030517578,101.73999786376953,151.1199951171875,201.39999389648438,405.1300048828125,142.85000610351562,99.01000213623047,146.9499969482422,191.5,400.2799987792969,144.9600067138672,101.08999633789062,149.41000366210938,199.5,402.79998779296875,64015300,70691900,28040100,48861100,74202000
2023-01-31,143.30511474609375,103.12999725341797,148.81210327148438,195.274169921875,399.1543884277344,144.2899932861328,103.12999725341797,148.97000122070312,195.3699951171875,406.4800109863281,144.33999633789062,103.3499984741211,149.8800048828125,196.8699951171875,406.5299987792969,142.27999877929688,101.13999938964844,147.52000427246094,189.5,400.7699890136719,142.6999969482422,101.16000366210938,147.9499969482422,191.6999969482422,401.1300048828125,65874500,66527300,29842100,49801700,86811800
2023-02-01,144.43731689453125,105.1500015258789,152.95770263671875,209.32730102539062,403.396484375,145.42999267578125,105.1500015258789,153.1199951171875,209.42999267578125,410.79998779296875,146.61000061035156,106.23999786376953,153.5800018310547,211.9199981689453,413.6700134277344,141.32000732421875,101.23999786376953,147.05999755859375,196.11000061035156,402.3500061035156,143.97000122070312,102.52999877929688,148.02999877929688,196.91000366210938,405.2099914550781,77663600,80450100,55661000,66047700,101459200
2023-02-02,149.79054260253906,112.91000366210938,188.56993103027344,216.98355102539062,409.26873779296875,150.82000732421875,112.91000366210938,188.77000427246094,217.08999633789062,416.7799987792969,151.17999267578125,114.0,197.16000366210938,219.49000549316406,418.30999755859375,148.1699981689453,108.87999725341797,180.16000366210938,207.0,412.8800048828125,148.89999389648438,110.25,183.3800048828125,210.0,414.8599853515625,118339000,158154200,150475700,56427600,101654500
2023-02-03,153.44541931152344,103.38999938964844,186.33229064941406,210.89651489257812,404.9186096191406,154.5,103.38999938964844,186.52999877929688,211.0,412.3500061035156,157.3800048828125,108.77999877929688,196.77000427246094,217.4499969482422,416.9700012207031,147.8300018310547,102.5199966430664,182.88999938964844,207.88999938964844,411.0899963378906,148.02999877929688,105.26000213623047,183.47000122070312,210.0,411.5899963378906,154357300,144374800,76809700,42936600,94736800
2023-02-06,150.69432067871094,102.18000030517578,185.86279296875,210.78659057617188,402.4439697265625,151.72999572753906,102.18000030517578,186.05999755859375,210.88999938964844,409.8299865722656,153.10000610351562,103.94999694824219,190.6999969482422,215.6999969482422,411.2900085449219,150.77999877929688,100.6500015258789,185.52000427246094,207.86000061035156,408.1000061035156,152.57000732421875,102.93000030517578,186.52999877929688,208.05999755859375,409.7900085449219,69858300,81945200,42483800,45219700,60295300
2023-02-07,153.5944061279297,102.11000061035156,191.41690063476562,221.62124633789062,407.7073669433594,154.64999389648438,102.11000061035156,191.6199951171875,221.72999572753906,415.19000244140625,155.22999572753906,102.41000366210938,193.77999877929688,222.58999633789062,416.489990234375,150.63999938964844,98.08000183105469,184.39999389648438,211.5,407.57000732421875,150.63999938964844,101.16999816894531,185.5800018310547,213.82000732421875,408.8699951171875,83322600,119501300,47080700,66415000,90990700
2023-02-08,150.8830108642578,100.05000305175781,183.23558044433594,221.9410858154297,403.2491760253906,151.9199981689453,100.05000305175781,183.42999267578125,222.0500030517578,410.6499938964844,154.5800018310547,102.66999816894531,190.8300018310547,228.77999877929688,414.5299987792969,151.1699981689453,98.77999877929688,182.9199981689453,220.0800018310547,409.92999267578125,153.8800048828125,102.04000091552734,190.0,223.8699951171875,413.1300048828125,64120100,75878300,36139100,55965100,76227500
2023-02-09,149.84019470214844,98.23999786376953,177.73143005371094,223.2604522705078,399.75335693359375,150.8699951171875,98.23999786376953,177.9199981689453,223.3699951171875,407.0899963378906,154.3300018310547,101.77999877929688,186.64999389648438,230.1999969482422,414.57000732421875,150.4199981689453,97.56999969482422,177.27000427246094,221.1999969482422,405.80999755859375,153.77999877929688,101.31999969482422,186.1300048828125,226.05999755859375,414.4100036621094,56007100,64622500,37118800,52387600,78694900
2023-02-10,150.20822143554688,97.61000061035156,173.9654083251953,212.5457000732422,400.6862487792969,151.00999450683594,97.61000061035156,174.14999389648438,212.64999389648438,408.0400085449219,151.33999633789062,98.81999969482422,178.88999938964844,220.77999877929688,408.44000244140625,149.22000122070312,96.2300033569336,173.35000610351562,208.11000061035156,405.010009765625,149.4600067138672,97.55999755859375,176.35000610351562,216.89999389648438,405.8599853515625,57450700,52740100,33433600,55073700,70769700
2023-02-13,153.0331573486328,99.54000091552734,179.2398223876953,217.77316284179688,405.389892578125,153.85000610351562,99.54000091552734,179.42999267578125,217.8800048828125,412.8299865722656,154.25999450683594,99.68000030517578,181.0,220.47999572753906,412.9700012207031,150.9199981689453,96.91000366210938,175.82000732421875,209.6199951171875,408.239990234375,150.9499969482422,97.8499984741211,178.22000122070312,215.3800048828125,408.7200012207031,62199000,52841500,31463200,47491900,64913500
2023-02-14,152.3865966796875,99.69999694824219,179.28976440429688,229.59735107421875,405.203369140625,153.1999969482422,99.69999694824219,179.47999572753906,229.7100067138672,412.6400146484375,153.77000427246094,100.91999816894531,181.50999450683594,230.49000549316406,415.04998779296875,150.86000061035156,97.5199966430664,175.8800048828125,213.66000366210938,408.510009765625,152.1199951171875,98.41000366210938,177.16000366210938,215.77999877929688,411.239990234375,61707600,56202900,24034600,67547400,88389300
2023-02-15,154.5052947998047,101.16000366210938,176.97222900390625,227.52835083007812,406.5191955566406,155.3300018310547,101.16000366210938,177.16000366210938,227.63999938964844,413.9800109863281,155.5,101.16999816894531,178.19000244140625,228.5500030517578,414.05999755859375,152.8800048828125,98.44999694824219,175.3300018310547,221.05999755859375,409.4700012207031,153.11000061035156,99.08999633789062,176.4199981689453,225.49000549316406,410.3500061035156,65573800,47957600,25308900,42057500,61555700
2023-02-16,152.89389038085938,98.1500015258789,172.25723266601562,219.912109375,400.92193603515625,153.7100067138672,98.1500015258789,172.44000244140625,220.02000427246094,408.2799987792969,156.3300018310547,100.62999725341797,175.85000610351562,225.5,412.9100036621094,153.35000610351562,98.0999984741211,171.7899932861328,219.27000427246094,408.1400146484375,153.50999450683594,99.20999908447266,172.75,221.3300018310547,408.7900085449219,68167900,56339200,25827500,41202600,76431500
2023-02-17,151.7400665283203,97.19999694824219,172.69677734375,213.77511596679688,399.9203186035156,152.5500030517578,97.19999694824219,172.8800048828125,213.8800048828125,407.260009765625,153.0,97.94000244140625,173.17999267578125,217.39999389648438,407.510009765625,150.85000610351562,95.6500015258789,169.6999969482422,209.75,404.04998779296875,152.35000610351562,97.80000305175781,170.22000122070312,216.30999755859375,406.05999755859375,59144100,60029400,24171300,46588800,89257800
2023-02-21,147.691650390625,94.58000183105469,171.89761352539062,206.44869995117188,391.8975524902344,148.47999572753906,94.58000183105469,172.0800018310547,206.5500030517578,399.0899963378906,151.3000030517578,95.61000061035156,178.1699981689453,214.94000244140625,404.1600036621094,148.41000366210938,94.2699966430664,171.8800048828125,206.17999267578125,398.82000732421875,150.1999969482422,95.33999633789062,174.30999755859375,210.0,403.05999755859375,58867200,56580400,34592600,41001500,82655900
2023-02-22,148.119384765625,95.79000091552734,170.93862915039062,207.438232421875,391.3574523925781,148.91000366210938,95.79000091552734,171.1199951171875,207.5399932861328,398.5400085449219,149.9499969482422,97.01000213623047,172.75999450683594,211.0399932861328,401.1300048828125,147.16000366210938,94.80000305175781,169.69000244140625,204.2100067138672,397.0199890136719,148.8699951171875,95.0999984741211,171.07000732421875,207.07000732421875,399.5199890136719,51011300,59534100,22433200,51318400,83742300
2023-02-23,148.60678100585938,95.81999969482422,171.85765075683594,236.52395629882812,393.43927001953125,149.39999389648438,95.81999969482422,172.0399932861328,236.63999938964844,400.6600036621094,150.33999633789062,96.43000030517578,173.69000244140625,238.8800048828125,402.20001220703125,147.24000549316406,93.66999816894531,169.3800048828125,230.25,396.25,150.08999633789062,96.12000274658203,172.0,234.39999389648438,401.55999755859375,48394200,48467000,20017800,111799500,96242400
2023-02-24,145.9310760498047,93.5,170.20941162109375,232.7458038330078,389.23638916015625,146.7100067138672,93.5,170.38999938964844,232.86000061035156,396.3800048828125,147.19000244140625,94.13999938964844,170.72000122070312,234.74000549316406,397.25,145.72000122070312,92.31999969482422,167.66000366210938,229.47000122070312,393.6400146484375,147.11000061035156,93.52999877929688,168.63999938964844,232.25,395.4200134277344,55469600,57053800,19791300,58971600,108194400
2023-02-27,147.13462829589844,93.76000213623047,169.3603057861328,234.89474487304688,390.5620422363281,147.9199981689453,93.76000213623047,169.5399932861328,235.00999450683594,397.7300109863281,149.1699981689453,94.77999877929688,173.1199951171875,238.8000030517578,401.2900085449219,147.4499969482422,93.13999938964844,169.05999755859375,234.5399932861328,396.75,147.7100067138672,94.27999877929688,171.8800048828125,236.6999969482422,399.8699951171875,44998500,47470300,19277000,45299400,80444700
2023-02-28,146.62734985351562,94.2300033569336,174.7545928955078,232.04615783691406,389.1185607910156,147.41000366210938,94.2300033569336,174.94000244140625,232.16000366210938,396.260009765625,149.0800018310547,94.69000244140625,177.5500030517578,238.25,399.2799987792969,146.8300018310547,92.91999816894531,171.8699951171875,232.05999755859375,396.1499938964844,147.0500030517578,93.13999938964844,171.89999389648438,233.72000122070312,397.2300109863281,50547000,43959300,46051100,45596300,96438600
2023-03-01,144.5384979248047,92.16999816894531,173.23619079589844,226.8686981201172,387.62591552734375,145.30999755859375,92.16999816894531,173.4199981689453,226.97999572753906,394.739990234375,147.22999572753906,94.68000030517578,177.85000610351562,232.55999755859375,396.69000244140625,145.00999450683594,91.58999633789062,173.0500030517578,225.0800018310547,393.3800048828125,146.8300018310547,93.87000274658203,174.58999633789062,231.9199981689453,395.4100036621094,55479000,52299500,30998400,46002600,99706800
2023-03-02,145.1353302001953,92.12999725341797,174.3450164794922,233.02566528320312,390.640625,145.91000366210938,92.12999725341797,174.52999877929688,233.13999938964844,397.80999755859375,146.7100067138672,92.2300033569336,175.00999450683594,233.8000030517578,398.69000244140625,143.89999389648438,90.38999938964844,171.42999267578125,224.32000732421875,392.3299865722656,144.3800048828125,91.41000366210938,172.3800048828125,224.8800048828125,392.67999267578125,52238100,55509400,17352000,38941500,85127800
2023-03-03,150.22813415527344,94.9000015258789,185.05364990234375,238.78285217285156,396.9056396484375,151.02999877929688,94.9000015258789,185.25,238.89999389648438,404.19000244140625,151.11000061035156,94.94000244140625,186.6199951171875,239.0,404.45001220703125,147.3300018310547,92.66000366210938,177.0500030517578,231.3000030517578,399.0299987792969,148.0399932861328,92.73999786376953,178.9199981689453,233.1999969482422,399.7099914550781,70732300,55759600,45877700,41239300,90120000
2023-03-06,153.01327514648438,93.75,184.7040252685547,235.4244842529297,397.1805725097656,153.8300018310547,93.75,184.89999389648438,235.5399932861328,404.4700012207031,156.3000030517578,96.55000305175781,189.66000366210938,242.47999572753906,407.45001220703125,153.4600067138672,93.73999786376953,184.63999938964844,234.8699951171875,404.010009765625,153.7899932861328,95.19000244140625,188.0,238.91000366210938,405.04998779296875,87558000,52112400,33209400,43742900,72795900
2023-03-07,150.79510498046875,93.55000305175781,184.31443786621094,232.8053436279297,391.09228515625,151.60000610351562,93.55000305175781,184.50999450683594,232.8800048828125,398.2699890136719,154.02999877929688,95.08999633789062,190.36000061035156,241.25,404.6700134277344,151.1300048828125,92.77999877929688,184.00999450683594,232.41000366210938,397.6300048828125,153.6999969482422,94.05999755859375,189.0,236.0,404.4200134277344,56182000,49100700,36701500,51515400,108310600
2023-03-08,152.058349609375,93.91999816894531,184.77395629882812,241.7324676513672,391.73065185546875,152.8699951171875,93.91999816894531,184.97000122070312,241.80999755859375,398.9200134277344,153.47000122070312,94.16999816894531,185.25999450683594,242.0,399.7099914550781,151.8300018310547,92.18000030517578,181.33999633789062,234.24000549316406,396.5899963378906,152.80999755859375,93.5999984741211,182.8699951171875,234.8699951171875,398.3900146484375,47204800,44899100,19432400,51357300,74746600
2023-03-09,149.7904510498047,92.25,181.4974365234375,234.2848663330078,384.50323486328125,150.58999633789062,92.25,181.69000244140625,234.36000061035156,391.55999755859375,154.5399932861328,96.20999908447266,188.92999267578125,244.5399932861328,401.4800109863281,150.22999572753906,92.18000030517578,180.3000030517578,233.8300018310547,390.5299987792969,153.55999755859375,93.68000030517578,186.35000610351562,241.75,399.739990234375,53833600,56218700,26582800,50125700,111945300
2023-03-10,147.71156311035156,90.7300033569336,179.31973266601562,229.57635498046875,378.955078125,148.5,90.7300033569336,179.50999450683594,229.64999389648438,385.9100036621094,150.94000244140625,93.56999969482422,184.77000427246094,236.27000427246094,393.1600036621094,147.61000061035156,90.25,178.8000030517578,227.25999450683594,384.32000732421875,150.2100067138672,92.66999816894531,181.00999450683594,234.08999633789062,390.989990234375,68572400,69827500,25665000,47486600,189253000
2023-03-13,149.6710968017578,92.43000030517578,180.70826721191406,229.58636474609375,378.41497802734375,150.47000122070312,92.43000030517578,180.89999389648438,229.66000366210938,385.3599853515625,153.13999938964844,94.0199966430664,183.77999877929688,232.97999572753906,390.3900146484375,147.6999969482422,88.12000274658203,174.82000732421875,222.97000122070312,380.6499938964844,147.80999755859375,89.97000122070312,177.9600067138672,227.52000427246094,381.80999755859375,84457100,72397100,24728000,42189000,157790000
2023-03-14,151.77984619140625,94.87999725341797,193.81436157226562,240.55284118652344,384.6701965332031,152.58999633789062,94.87999725341797,194.02000427246094,240.6300048828125,391.7300109863281,153.39999389648438,95.06999969482422,194.32000732421875,242.19000244140625,393.45001220703125,150.10000610351562,92.70999908447266,186.55999755859375,234.60000610351562,387.04998779296875,151.27999877929688,93.83000183105469,187.5800018310547,234.9600067138672,390.5,73695900,60912700,41642600,47491000,149752400
2023-03-15,152.17771911621094,96.19999694824219,197.5404052734375,242.20230102539062,382.2643127441406,152.99000549316406,96.19999694824219,197.75,242.27999877929688,389.2799987792969,153.25,96.66999816894531,197.77999877929688,242.86000061035156,389.489990234375,149.9199981689453,93.06999969482422,190.83999633789062,233.60000610351562,383.7099914550781,151.19000244140625,93.22000122070312,192.9499969482422,237.61000061035156,385.8900146484375,77167900,70731800,42123600,52448600,172996900
2023-03-16,155.02255249023438,100.04000091552734,204.71278381347656,255.32810974121094,388.97119140625,155.85000610351562,100.04000091552734,204.92999267578125,255.41000366210938,396.1099853515625,156.4600067138672,100.98999786376953,205.75999450683594,255.8800048828125,396.4700012207031,151.63999938964844,95.61000061035156,196.08999633789062,238.94000244140625,386.2900085449219,152.16000366210938,95.75,198.25999450683594,240.27000427246094,386.82000732421875,76161100,84446900,50447100,58325300,143254200
2023-03-17,154.17706298828125,98.94999694824219,195.40267944335938,257.16754150390625,384.4231262207031,155.0,98.94999694824219,195.61000061035156,257.25,389.989990234375,156.74000549316406,100.66000366210938,201.89999389648438,263.989990234375,394.3999938964844,154.27999877929688,97.45999908447266,195.42999267578125,256.67999267578125,388.54998779296875,156.0800018310547,99.79000091552734,200.55999755859375,259.82000732421875,393.2200012207031,98944600,87300200,50141100,84854700,140553400
2023-03-20,156.56430053710938,97.70999908447266,197.600341796875,258.9169616699219,388.11956787109375,157.39999389648438,97.70999908447266,197.80999755859375,259.0,393.739990234375,157.82000732421875,98.4800033569336,199.36000061035156,260.239990234375,394.1700134277344,154.14999389648438,95.69999694824219,193.63999938964844,251.3000030517578,390.07000732421875,155.07000732421875,98.41000366210938,198.47999572753906,256.1499938964844,390.79998779296875,73641400,62388900,25186300,43274700,93055800
2023-03-21,158.434326171875,100.61000061035156,201.94573974609375,261.9059753417969,393.2157897949219,159.27999877929688,100.61000061035156,202.16000366210938,261.989990234375,398.9100036621094,159.39999389648438,100.8499984741211,203.5500030517578,263.9200134277344,399.4100036621094,156.5399932861328,98.0,197.9499969482422,253.80999755859375,395.5799865722656,157.32000732421875,98.13999938964844,203.1999969482422,261.79998779296875,397.239990234375,73938300,58597300,31827000,54740800,91524200
2023-03-22,156.9920196533203,98.69999694824219,199.5982208251953,264.59515380859375,386.5128479003906,157.8300018310547,98.69999694824219,199.80999755859375,264.67999267578125,392.1099853515625,162.13999938964844,102.0999984741211,207.3699951171875,275.8900146484375,402.489990234375,157.80999755859375,98.61000061035156,199.6699981689453,262.3699951171875,392.07000732421875,159.3000030517578,100.44999694824219,202.5,264.25,398.7300109863281,75701800,57475400,28477800,79729500,111746600
2023-03-23,158.086181640625,98.70999908447266,204.06349182128906,271.82281494140625,387.5577392578125,158.92999267578125,98.70999908447266,204.27999877929688,271.9100036621094,393.1700134277344,161.5500030517578,101.05999755859375,207.8800048828125,274.989990234375,399.2900085449219,157.67999267578125,97.62000274658203,202.14999389648438,266.8999938964844,390.3500061035156,158.8300018310547,100.43000030517578,202.83999633789062,271.1499938964844,395.0899963378906,67622100,57559300,27389700,56488900,119351300
2023-03-24,159.39918518066406,98.12999725341797,205.79164123535156,267.7041320800781,390.10089111328125,160.25,98.12999725341797,206.00999450683594,267.7900085449219,395.75,160.33999633789062,98.30000305175781,207.5800018310547,271.6700134277344,395.8399963378906,157.85000610351562,96.4000015258789,203.5500030517578,263.54998779296875,389.3999938964844,158.86000061035156,98.06999969482422,205.17999267578125,270.30999755859375,391.8399963378906,59196500,56095400,27716400,45492000,107682400
2023-03-27,157.43963623046875,98.04000091552734,202.62501525878906,265.22491455078125,390.830322265625,158.27999877929688,98.04000091552734,202.83999633789062,265.30999755859375,396.489990234375,160.77000427246094,99.33999633789062,205.86000061035156,270.0,398.9200134277344,157.8699951171875,97.08000183105469,201.36000061035156,263.6499938964844,395.55999755859375,159.94000244140625,99.06999969482422,204.80999755859375,268.3699951171875,398.1199951171875,52390300,46721300,18527200,36102600,74010400
2023-03-28,156.81295776367188,97.23999786376953,200.46730041503906,264.01531982421875,389.9530334472656,157.64999389648438,97.23999786376953,200.67999267578125,264.1000061035156,395.6000061035156,158.49000549316406,98.44000244140625,201.02999877929688,265.1300048828125,396.489990234375,155.97999572753906,96.29000091552734,197.89999389648438,258.5,393.69000244140625,157.97000122070312,98.11000061035156,200.14999389648438,264.4700012207031,395.7699890136719,45992200,38720100,19127300,35610400,62871700
2023-03-29,159.91641235351562,100.25,205.13235473632812,269.75347900390625,395.6210021972656,160.77000427246094,100.25,205.35000610351562,269.8399963378906,401.3500061035156,161.0500030517578,100.41999816894531,205.72000122070312,270.7799987792969,401.6000061035156,159.35000610351562,98.55999755859375,202.5399932861328,265.9700012207031,398.67999267578125,159.3699951171875,98.69000244140625,203.55999755859375,268.25,399.92999267578125,51305700,49783300,18851100,39369400,77497900
2023-03-30,161.4979705810547,102.0,207.6197052001953,273.7421875,397.93743896484375,162.36000061035156,102.0,207.83999633789062,273.8299865722656,403.70001220703125,162.47000122070312,103.04000091552734,208.08999633789062,274.989990234375,404.3500061035156,161.27000427246094,101.01000213623047,202.82000732421875,271.0199890136719,401.760009765625,161.52999877929688,101.55000305175781,203.3800048828125,272.2900085449219,404.0899963378906,49501700,53633400,22608300,36451600,69840000
